Economic Sector,Business Sector,Industry Group,Industry,Activity,Hierarchical ID
Industrials,Industrial & Commercial Services,Professional & Commercial Services,Professional Information Services,Education & Training Information Providers,5220307016
Industrials,Industrial & Commercial Services,Professional & Commercial Services,Professional Information Services,Journals & Scholarly Research,5220307017
Industrials,Industrial & Commercial Services,Professional & Commercial Services,Professional Information Services,News Agencies,5220307018
Industrials,Industrial & Commercial Services,Professional & Commercial Services,Professional Information Services,Libraries & Archives,5220307019
Industrials,Transportation,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics","Courier, Postal, Air Freight & Land-based Logistics (NEC)",5240501010
Industrials,Transportation,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",Freight Logistics,5240501011
Industrials,Transportation,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",Air Freight,5240501012
Industrials,Transportation,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",Courier Services,5240501013
Industrials,Transportation,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics",Integrated Logistics Operators,5240501014
Industrials,Transportation,Freight & Logistics Services,Marine Freight & Logistics,Marine Freight & Logistics (NEC),5240502010
Industrials,Transportation,Freight & Logistics Services,Marine Freight & Logistics,Marine Logistics,5240502011
Industrials,Transportation,Freight & Logistics Services,Marine Freight & Logistics,Inland Water Freight,5240502012
Industrials,Transportation,Freight & Logistics Services,Marine Freight & Logistics,Deep Sea Freight,5240502013
Industrials,Transportation,Freight & Logistics Services,Ground Freight & Logistics,Ground Freight & Logistics (NEC),5240503010
Industrials,Transportation,Freight & Logistics Services,Ground Freight & Logistics,Railway Freight Operators,5240503011
Industrials,Transportation,Freight & Logistics Services,Ground Freight & Logistics,Freight Trucking,5240503012
Industrials,Transportation,Freight & Logistics Services,Ground Freight & Logistics,Warehousing,5240503013
Industrials,Transportation,Freight & Logistics Services,Ground Freight & Logistics,Truck Rental,5240503014
Industrials,Transportation,Passenger Transportation Services,Airlines,Airlines (NEC),5240601010
Industrials,Transportation,Passenger Transportation Services,Airlines,Regional Airlines,5240601011
Industrials,Transportation,Passenger Transportation Services,Airlines,Charter & Private Air Services,5240601012
Industrials,Transportation,Passenger Transportation Services,Airlines,Specialized Aviation Services,5240601013
Industrials,Transportation,Passenger Transportation Services,Airlines,Inter-Modal Passenger Transportation,5240601014
Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea","Passenger Transportation, Ground & Sea (NEC)",5240602010
Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Commuting Services,5240602011
Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Charter Bus Services,5240602012
Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Rail Services,5240602013
Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Marine Passenger Transportation,5240602014
Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Commuter Ferry Operators,5240602015
Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Taxis & Limousines,5240602016
Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Passenger Car Rental,5240602017
Industrials,Transportation,Transport Infrastructure,Airport Operators & Services,Airport Operators & Services (NEC),5240701010
Industrials,Transportation,Transport Infrastructure,Airport Operators & Services,Airport Operators,5240701011
Industrials,Transportation,Transport Infrastructure,Airport Operators & Services,Duty Free Shops,5240701012
Industrials,Transportation,Transport Infrastructure,Airport Operators & Services,Airport Fueling Services,5240701013
Industrials,Transportation,Transport Infrastructure,Airport Operators & Services,Airline Catering Services,5240701014
Industrials,Transportation,Transport Infrastructure,Marine Port Services,Marine Port Services (NEC),5240702010
Industrials,Transportation,Transport Infrastructure,Marine Port Services,Port Warehousing Services,5240702011
Industrials,Transportation,Transport Infrastructure,Marine Port Services,Port Operators,5240702012
Industrials,Transportation,Transport Infrastructure,Marine Port Services,Marine Cargo Handling Services,5240702013
Industrials,Transportation,Transport Infrastructure,Highways & Rail Tracks,Highways & Rail Tracks (NEC),5240703010
Industrials,Transportation,Transport Infrastructure,Highways & Rail Tracks,Highway Operators,5240703011
Industrials,Transportation,Transport Infrastructure,Highways & Rail Tracks,Railway Operators,5240703012
Industrials,Transportation,Transport Infrastructure,Highways & Rail Tracks,Parking Lot Operators,5240703013
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers,Auto & Truck Manufacturers (NEC),5310101010
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers,Motorcycles & Scooters,5310101011
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers,Automobiles & Multi Utility Vehicles,5310101012
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers,Light Trucks,5310101013
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers,Electric (Alternative) Vehicles,5310101014
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers,Luxury Vehicles,5310101015
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers,Auto & Truck Wholesale,5310101016
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts","Auto, Truck & Motorcycle Parts (NEC)",5310102010
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Automotive Body Parts,5310102011
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Engine & Powertrain Systems,5310102012
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Automotive Batteries,5310102013
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Automotive Systems,5310102014
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Automotive Accessories,5310102015
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Motorcycle Parts & Accessories,5310102016
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",Auto & Truck Parts Wholesale,5310102017
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Tires & Rubber Products,Tires & Rubber Products (NEC),5310103010
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Tires & Rubber Products,Tire & Tube Manufacturers,5310103011
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Tires & Rubber Products,Tire Retreading,5310103012
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Tires & Rubber Products,Industrial Rubber Products,5310103013
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Tires & Rubber Products,Rubber Plantations,5310103014
Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Tires & Rubber Products,Tires & Rubber Products Wholesale,5310103015
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),5320201010
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,5320201011
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,5320201012
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Organic & Ecologically Produced Fabric,5320201013
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,5320201014
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Fur Goods,5320201015
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,5320201016
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,5320201017
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Cotton Farming,5320201018
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,5320201019
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),5320202010
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Men's Clothing,5320202011
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Women's Clothing,5320202012
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing,5320202013
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Sportswear & Outdoors Clothing,5320202014
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Jeans,5320202015
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Knitwear,5320202016
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Lingerie,5320202017
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Hosiery & Socks,5320202018
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Industrial Clothing & Uniforms,5320202019
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Fair Trade & Ethical Clothing,5320202020
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Luxury Clothing,5320202021
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Theatrical Costumes,5320202022
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Animal & Pet Clothing,5320202023
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Luxury Accessories,5320202024
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Accessories,5320202025
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Jewelry,5320202026
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Watches,5320202027
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,5320202028
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Fashion Eyewear,5320202029
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,5320202030
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear,Footwear (NEC),5320203010
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear,Men's Footwear,5320203011
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear,Women's Footwear,5320203012
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear,Children's & Infants' Footwear,5320203013
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear,Sports & Outdoor Footwear,5320203014
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear,Luxury Footwear,5320203015
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear,Functional Footwear,5320203016
Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear,Footwear Wholesale,5320203017
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding,Homebuilding (NEC),5320301010
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding,Residential Builders - Single Homes,5320301011
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding,Residential Builders - Multifamily Homes,5320301012
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding,Prefabricated Homes,5320301013
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding,Sustainable & Energy Efficient Home Builders,5320301014
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding,Retirement Home Builders,5320301015
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding,Residential Architectural & Interior Design Services,5320301016
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Construction Supplies & Fixtures (NEC),5320302010
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Construction Supplies,5320302011
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Luxury Construction Supplies & Fixtures,5320302012
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Doors & Window Frames,5320302013
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Flooring & Interior Tile Manufacturers,5320302014
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Plumbing Fixtures & Fittings,5320302015
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Kitchen Cabinets,5320302016
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Bathroom Fixtures,5320302017
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Roofing Supplies,5320302018
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Lighting Fixtures,5320302019
Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Construction Supplies & Fixtures Wholesale,5320302020
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares","Appliances, Tools & Housewares (NEC)",5320403010
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares",Household Appliances,5320403011
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares",Tools & Housewares,5320403012
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares",Kitchen Appliances,5320403013
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares",Cutlery & Flatware,5320403014
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares",Appliance & Houseware Wholesale,5320403015
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares",Luxury Appliances,5320403016
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings,Home Furnishings (NEC),5320404010
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings,Carpets & Curtains,5320404011
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings,Wallpaper,5320404012
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings,Luxury Furnishing,5320404014
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings,Antiques,5320404015
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings,Home Furnishings Wholesale,5320404016
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings,Furniture,5320404017
Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings,Art & Craftwork,5320404018
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Toys & Children's Products,Toys & Children's Products (NEC),5320501010
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Toys & Children's Products,Dolls & Stuffed Toys,5320501011
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Toys & Children's Products,"Games, Toys & Children's Vehicles",5320501012
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Toys & Children's Products,Children's Safety Products,5320501013
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Toys & Children's Products,Children's Furniture,5320501014
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Toys & Children's Products,Children's Products & Accessories,5320501015
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Toys & Children's Products,Toys & Children's Products Wholesale,5320501016
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products,Recreational Products (NEC),5320502010
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products,Sailing Yachts & Motorboats,5320502011
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products,Bicycle Manufacturing,5320502012
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products,Sporting & Outdoor Goods,5320502013
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products,Musical Instruments,5320502014
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products,Luxury Recreational Products,5320502015
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products,Leisure Products Wholesale,5320502016
Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products,Electric Scooters & Bicycles,5320502017
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines","Hotels, Motels & Cruise Lines (NEC)",5330101010
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Hotels & Motels,5330101011
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Cruise Lines,5330101012
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Luxury Hotels,5330101013
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Resort Operators,5330101014
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Bed & Breakfast,5330101015
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Self-Catering Accommodation,5330101016
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines",Campsite Operators,5330101017
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars,Restaurants & Bars (NEC),5330102010
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars,"Pubs, Bars & Night Clubs",5330102011
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars,Commercial Food Services,5330102012
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars,Quick Service Restaurants,5330102013
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars,Mobile Caterers,5330102014
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars,Banquet Halls & Catering,5330102015
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars,Cafés,5330102016
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming,Casinos & Gaming (NEC),5330103010
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming,Gambling & Gaming Machine Manufacturers,5330103011
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming,Gaming Machine Operators,5330103012
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming,Casinos,5330103013
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming,Horse & Dog Race Tracks,5330103014
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming,Lottery Operators,5330103015
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Leisure & Recreation (NEC),5330104010
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Movie Theaters & Movie Products,5330104011
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Theatres & Performing Arts,5330104012
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Museums & Historic Places,5330104013
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Travel Agents,5330104014
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Amusement Parks and Zoos,5330104015
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,"Gyms, Fitness and Spa Centers",5330104016
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Adventure Sports Facilities & Ski Resorts,5330104017
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Public Sport Facilities,5330104018
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Professional Sports Venues,5330104019
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Golf Courses,5330104020
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Hunting & Fishing,5330104021
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Marinas,5330104022
Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Guided Tour Operators,5330104023
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Advertising & Marketing (NEC),5330201010
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Advertising Agency,5330201011
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Media Buying Agency,5330201012
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Signs & Advertising Specialty Producers,5330201013
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Outdoor Advertising,5330201014
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Direct Marketing,5330201015
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Sales Promotions & Events Management,5330201016
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Guerrilla & Sensory Marketing,5330201017
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Public Relations,5330201018
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Digital Media Agencies,5330201019
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Branding & Naming,5330201020
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Market Research,5330201021
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing,Marketing Consulting Services,5330201022
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting,Broadcasting (NEC),5330202010
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting,Television Broadcasting,5330202011
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting,Radio Broadcasting,5330202012
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting,Cable Service Providers,5330202013
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production,Entertainment Production (NEC),5330203010
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production,"Movie, TV Production & Distribution",5330203011
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production,"Music, Music Video Production & Distribution",5330203012
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production,Plays & Concert Production,5330203013
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production,Entertainment Production Equipment & Services,5330203014
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production,Copyright Management,5330203015
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production,Adult Entertainment Production & Broadcasting,5330203016
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing,Consumer Publishing (NEC),5330204010
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing,Newspaper Publishing,5330204011
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing,Magazine Publishing,5330204012
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing,Book Publishing,5330204013
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing,Directory Publishing,5330204014
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing,Digital Publishing,5330204015
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing,Adult Publishing,5330204016
Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing,"Books, Newspapers & Magazines Wholesale",5330204017
Consumer Cyclicals,Retailers,Diversified Retail,Department Stores,Department Stores (NEC),5340201010
Consumer Cyclicals,Retailers,Diversified Retail,Department Stores,General Department Stores,5340201011
Consumer Cyclicals,Retailers,Diversified Retail,Department Stores,Luxury Department Stores,5340201012
Consumer Cyclicals,Retailers,Diversified Retail,Department Stores,Internet & Mail Order Department Stores,5340201013
Consumer Cyclicals,Retailers,Diversified Retail,Discount Stores,Discount Stores (NEC),5340202010
Consumer Cyclicals,Retailers,Diversified Retail,Discount Stores,Internet & Mail Order Discount Stores,5340202011
Consumer Cyclicals,Retailers,Diversified Retail,Discount Stores,Discount Stores with Grocery,5340202012
Consumer Cyclicals,Retailers,Diversified Retail,Discount Stores,Discount Stores without Grocery,5340202013
Consumer Cyclicals,Retailers,Diversified Retail,Discount Stores,Discount Stores with Gasoline,5340202014
Consumer Cyclicals,Retailers,Diversified Retail,Discount Stores,Discount Stores without Gasoline,5340202015
Consumer Cyclicals,Retailers,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers","Auto Vehicles, Parts & Service Retailers (NEC)",5340301010
Consumer Cyclicals,Retailers,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers",New Car Dealers,5340301011
Consumer Cyclicals,Retailers,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers",Used Car Dealers,5340301012
Consumer Cyclicals,Retailers,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers",Motorcycle Dealers,5340301013
Consumer Cyclicals,Retailers,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers",Automotive Parts & Accessories Retailers,5340301014
Consumer Cyclicals,Retailers,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers",Tire Dealers,5340301015
Consumer Cyclicals,Retailers,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers",Luxury Car Dealers,5340301016
Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers,Home Improvement Products & Services Retailers (NEC),5340302010
Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers,Paint & Wallpaper Retailers,5340302011
Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers,Builder Merchants,5340302012
