Sector Code,Sector Name,Industry Group Code,Industry Group Name,Industry Code,Industry Name,Sub-Industry Code,Sub-Industry Name,gics_map,etf_ticker
11,"Agriculture, Forestry, Fishing and Hunting",113,Forestry and Logging,1133,Logging,113310,Logging,Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and rapping",1141,Fishing,114111,Finfish Fishing,Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and rapping",1141,Fishing,114112,Shellfish Fishing,Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and rapping",1141,Fishing,114119,Other Marine Fishing,Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and rapping",1142,Hunting and rapping,114210,Hunting and rapping,Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,115111,Cotton Ginning,Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,115112,"Soil Preparation, Planting, and Cultivating",Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,115113,"Crop Harvesting, Primarily by Machine",Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,115114,Postharvest Crop Activities (except Cotton Ginning),Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,115115,Farm Labor Contractors and Crew Leaders,Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,115116,Farm Management Services,Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1152,Support Activities for Animal Production,115210,Support Activities for Animal Production,Consumer Staples,XLP
11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1153,Support Activities for Forestry,115310,Support Activities for Forestry,Consumer Staples,XLP
21,"Mining, Quarrying, and Oil and Gas Extraction",211,Oil and Gas Extraction,2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,Energy,XLE
21,"Mining, Quarrying, and Oil and Gas Extraction",211,Oil and Gas Extraction,2111,Oil and Gas Extraction,211130,Natural Gas Extraction,Energy,XLE
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2121,Coal Mining,212114,Surface Coal Mining,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2121,Coal Mining,212115,Underground Coal Mining,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,212210,Iron Ore Mining,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,212220,Gold Ore and Silver Ore Mining,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,212230,"Copper, Nickel, Lead, and Zinc Mining",Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,212290,Other Metal Ore Mining,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,212311,Dimension Stone Mining and Quarrying,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,212312,Crushed and Broken Limestone Mining and Quarrying,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,212313,Crushed and Broken Granite Mining and Quarrying,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,212319,Other Crushed and Broken Stone Mining and Quarrying,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,212321,Construction Sand and Gravel Mining,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,212322,Industrial Sand Mining,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,212323,"Kaolin, Clay, and Ceramic and Refractory Minerals Mining",Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,212390,Other Nonmetallic Mineral Mining and Quarrying,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,213111,Drilling Oil and Gas Wells,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,213113,Support Activities for Coal Mining,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,213114,Support Activities for Metal Mining,Materials,XLB
21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,Materials,XLB
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221111,Hydroelectric Power Generation,Utilities,XLU
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221112,Fossil Fuel Electric Power Generation,Utilities,XLU
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221113,Nuclear Electric Power Generation,Utilities,XLU
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221114,Solar Electric Power Generation,Utilities,XLU
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221115,Wind Electric Power Generation,Utilities,XLU
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221116,Geothermal Electric Power Generation,Utilities,XLU
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221117,Biomass Electric Power Generation,Utilities,XLU
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221118,Other Electric Power Generation,Utilities,XLU
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221121,Electric Bulk Power ransmission and Control,Utilities,XLU
22,Utilities,221,Utilities,2211,"Electric Power Generation, ransmission and Distribution",221122,Electric Power Distribution,Utilities,XLU
22,Utilities,221,Utilities,2212,Natural Gas Distribution,221210,Natural Gas Distribution,Utilities,XLU
22,Utilities,221,Utilities,2213,"Water, Sewage and Other Systems",221310,Water Supply and Irrigation Systems,Utilities,XLU
22,Utilities,221,Utilities,2213,"Water, Sewage and Other Systems",221320,Sewage reatment Facilities,Utilities,XLU
22,Utilities,221,Utilities,2213,"Water, Sewage and Other Systems",221330,Steam and Air-Conditioning Supply,Utilities,XLU
23,Construction,236,Construction of Buildings,2361,Residential Building Construction,236115,New Single-Family Housing Construction (except For-Sale Builders),Industrials,XLI
23,Construction,236,Construction of Buildings,2361,Residential Building Construction,236116,New Multifamily Housing Construction (except For-Sale Builders),Industrials,XLI
23,Construction,236,Construction of Buildings,2361,Residential Building Construction,236117,New Housing For-Sale Builders,Industrials,XLI
23,Construction,236,Construction of Buildings,2361,Residential Building Construction,236118,Residential Remodelers,Industrials,XLI
23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,236210,Industrial Building Construction,Industrials,XLI
23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,236220,Commercial and Institutional Building Construction,Industrials,XLI
23,Construction,237,Heavy and Civil Engineering Construction,2371,Utility System Construction,237110,Water and Sewer Line and Related Structures Construction,Industrials,XLI
23,Construction,237,Heavy and Civil Engineering Construction,2371,Utility System Construction,237120,Oil and Gas Pipeline and Related Structures Construction,Industrials,XLI
23,Construction,237,Heavy and Civil Engineering Construction,2371,Utility System Construction,237130,Power and Communication Line and Related Structures Construction,Industrials,XLI
23,Construction,237,Heavy and Civil Engineering Construction,2372,Land Subdivision,237210,Land Subdivision,Industrials,XLI
23,Construction,237,Heavy and Civil Engineering Construction,2373,"Highway, Street, and Bridge Construction",237310,"Highway, Street, and Bridge Construction",Industrials,XLI
23,Construction,237,Heavy and Civil Engineering Construction,2379,Other Heavy and Civil Engineering Construction,237990,Other Heavy and Civil Engineering Construction,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2381,"Foundation, Structure, and Building Exterior Contractors",238110,Poured Concrete Foundation and Structure Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2381,"Foundation, Structure, and Building Exterior Contractors",238120,Structural Steel and Precast Concrete Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2381,"Foundation, Structure, and Building Exterior Contractors",238130,Framing Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2381,"Foundation, Structure, and Building Exterior Contractors",238140,Masonry Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2381,"Foundation, Structure, and Building Exterior Contractors",238150,Glass and Glazing Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2381,"Foundation, Structure, and Building Exterior Contractors",238160,Roofing Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2381,"Foundation, Structure, and Building Exterior Contractors",238170,Siding Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2381,"Foundation, Structure, and Building Exterior Contractors",238190,"Other Foundation, Structure, and Building Exterior Contractors",Industrials,XLI
23,Construction,238,Specialty rade Contractors,2382,Building Equipment Contractors,238210,Electrical Contractors and Other Wiring Installation Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2382,Building Equipment Contractors,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Industrials,XLI
23,Construction,238,Specialty rade Contractors,2382,Building Equipment Contractors,238290,Other Building Equipment Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2383,Building Finishing Contractors,238310,Drywall and Insulation Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2383,Building Finishing Contractors,238320,Painting and Wall Covering Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2383,Building Finishing Contractors,238330,Flooring Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2383,Building Finishing Contractors,238340,ile and errazzo Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2383,Building Finishing Contractors,238350,Finish Carpentry Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2383,Building Finishing Contractors,238390,Other Building Finishing Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2389,Other Specialty rade Contractors,238910,Site Preparation Contractors,Industrials,XLI
23,Construction,238,Specialty rade Contractors,2389,Other Specialty rade Contractors,238990,All Other Specialty rade Contractors,Industrials,XLI
31,Construction,311,Food Manufacturing,3111,Animal Food Manufacturing,311111,Dog and Cat Food Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3111,Animal Food Manufacturing,311119,Other Animal Food Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3112,Grain and Oilseed Milling,311211,Flour Milling,Industrials,XLI
31,Construction,311,Food Manufacturing,3112,Grain and Oilseed Milling,311212,Rice Milling,Industrials,XLI
31,Construction,311,Food Manufacturing,3112,Grain and Oilseed Milling,311213,Malt Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3112,Grain and Oilseed Milling,311221,Wet Corn Milling and Starch Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3112,Grain and Oilseed Milling,311224,Soybean and Other Oilseed Processing,Industrials,XLI
31,Construction,311,Food Manufacturing,3112,Grain and Oilseed Milling,311225,Fats and Oils Refining and Blending,Industrials,XLI
31,Construction,311,Food Manufacturing,3112,Grain and Oilseed Milling,311230,Breakfast Cereal Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,311313,Beet Sugar Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,311314,Cane Sugar Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,311340,Nonchocolate Confectionery Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,311351,Chocolate and Confectionery Manufacturing from Cacao Beans,Industrials,XLI
31,Construction,311,Food Manufacturing,3113,Sugar and Confectionery Product Manufacturing,311352,Confectionery Manufacturing from Purchased Chocolate,Industrials,XLI
31,Construction,311,Food Manufacturing,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",Industrials,XLI
31,Construction,311,Food Manufacturing,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,311412,Frozen Specialty Food Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,311421,Fruit and Vegetable Canning,Industrials,XLI
31,Construction,311,Food Manufacturing,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,311422,Specialty Canning,Industrials,XLI
31,Construction,311,Food Manufacturing,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,311423,Dried and Dehydrated Food Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3115,Dairy Product Manufacturing,311511,Fluid Milk Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3115,Dairy Product Manufacturing,311512,Creamery Butter Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3115,Dairy Product Manufacturing,311513,Cheese Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3115,Dairy Product Manufacturing,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Industrials,XLI
31,Construction,311,Food Manufacturing,3115,Dairy Product Manufacturing,311520,Ice Cream and Frozen Dessert Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3116,Animal Slaughtering and Processing,311611,Animal (except Poultry) Slaughtering,Industrials,XLI
31,Construction,311,Food Manufacturing,3116,Animal Slaughtering and Processing,311612,Meat Processed from Carcasses,Industrials,XLI
31,Construction,311,Food Manufacturing,3116,Animal Slaughtering and Processing,311613,Rendering and Meat Byproduct Processing,Industrials,XLI
31,Construction,311,Food Manufacturing,3116,Animal Slaughtering and Processing,311615,Poultry Processing,Industrials,XLI
31,Construction,311,Food Manufacturing,3117,Seafood Product Preparation and Packaging,311710,Seafood Product Preparation and Packaging,Industrials,XLI
31,Construction,311,Food Manufacturing,3118,Bakeries and ortilla Manufacturing,311811,Retail Bakeries,Industrials,XLI
31,Construction,311,Food Manufacturing,3118,Bakeries and ortilla Manufacturing,311812,Commercial Bakeries,Industrials,XLI
31,Construction,311,Food Manufacturing,3118,Bakeries and ortilla Manufacturing,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",Industrials,XLI
31,Construction,311,Food Manufacturing,3118,Bakeries and ortilla Manufacturing,311821,Cookie and Cracker Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3118,Bakeries and ortilla Manufacturing,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",Industrials,XLI
31,Construction,311,Food Manufacturing,3118,Bakeries and ortilla Manufacturing,311830,ortilla Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3119,Other Food Manufacturing,311911,Roasted Nuts and Peanut Butter Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3119,Other Food Manufacturing,311919,Other Snack Food Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3119,Other Food Manufacturing,311920,Coffee and ea Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3119,Other Food Manufacturing,311930,Flavoring Syrup and Concentrate Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3119,Other Food Manufacturing,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",Industrials,XLI
31,Construction,311,Food Manufacturing,3119,Other Food Manufacturing,311942,Spice and Extract Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3119,Other Food Manufacturing,311991,Perishable Prepared Food Manufacturing,Industrials,XLI
31,Construction,311,Food Manufacturing,3119,Other Food Manufacturing,311999,All Other Miscellaneous Food Manufacturing,Industrials,XLI
31,Construction,312,Beverage and obacco Product Manufacturing,3121,Beverage Manufacturing,312111,Soft Drink Manufacturing,Industrials,XLI
31,Construction,312,Beverage and obacco Product Manufacturing,3121,Beverage Manufacturing,312112,Bottled Water Manufacturing,Industrials,XLI
31,Construction,312,Beverage and obacco Product Manufacturing,3121,Beverage Manufacturing,312113,Ice Manufacturing,Industrials,XLI
31,Construction,312,Beverage and obacco Product Manufacturing,3121,Beverage Manufacturing,312120,Breweries,Industrials,XLI
31,Construction,312,Beverage and obacco Product Manufacturing,3121,Beverage Manufacturing,312130,Wineries,Industrials,XLI
31,Construction,312,Beverage and obacco Product Manufacturing,3121,Beverage Manufacturing,312140,Distilleries,Industrials,XLI
31,Construction,312,Beverage and obacco Product Manufacturing,3122,obacco Manufacturing,312230,obacco Manufacturing,Industrials,XLI
31,Construction,313,extile Mills,3131,"Fiber, Yarn, and hread Mills",313110,"Fiber, Yarn, and hread Mills",Industrials,XLI
31,Construction,313,extile Mills,3132,Fabric Mills,313210,Broadwoven Fabric Mills,Industrials,XLI
31,Construction,313,extile Mills,3132,Fabric Mills,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,Industrials,XLI
31,Construction,313,extile Mills,3132,Fabric Mills,313230,Nonwoven Fabric Mills,Industrials,XLI
31,Construction,313,extile Mills,3132,Fabric Mills,313240,Knit Fabric Mills,Industrials,XLI
31,Construction,313,extile Mills,3133,extile and Fabric Finishing and Fabric Coating Mills,313310,extile and Fabric Finishing Mills,Industrials,XLI
31,Construction,313,extile Mills,3133,extile and Fabric Finishing and Fabric Coating Mills,313320,Fabric Coating Mills,Industrials,XLI
31,Construction,314,extile Product Mills,3141,extile Furnishings Mills,314110,Carpet and Rug Mills,Industrials,XLI
31,Construction,314,extile Product Mills,3141,extile Furnishings Mills,314120,Curtain and Linen Mills,Industrials,XLI
31,Construction,314,extile Product Mills,3149,Other extile Product Mills,314910,extile Bag and Canvas Mills,Industrials,XLI
31,Construction,314,extile Product Mills,3149,Other extile Product Mills,314994,"Rope, Cordage, wine, ire Cord, and ire Fabric Mills",Industrials,XLI
31,Construction,314,extile Product Mills,3149,Other extile Product Mills,314999,All Other Miscellaneous extile Product Mills,Industrials,XLI
31,Construction,315,Apparel Manufacturing,3151,Apparel Knitting Mills,315120,Apparel Knitting Mills,Industrials,XLI
31,Construction,315,Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315210,Cut and Sew Apparel Contractors,Industrials,XLI
31,Construction,315,Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315250,Cut and Sew Apparel Manufacturing (except Contractors),Industrials,XLI
31,Construction,315,Apparel Manufacturing,3159,Apparel Accessories and Other Apparel Manufacturing,315990,Apparel Accessories and Other Apparel Manufacturing,Industrials,XLI
31,Construction,316,Leather and Allied Product Manufacturing,3161,Leather and Hide anning and Finishing,316110,Leather and Hide anning and Finishing,Industrials,XLI
